event_id,event_name,event_url,event_date,event_time,event_genre,event_subgenre,min_price,max_price,ticket_limit,venue_id,venue_name,venue_city,venue_address,venue_state,venue_latitude,venue_longitude,venue_market,main_attraction
vv17FZbaGkM3c7OE,Philadelphia Eagles vs. Dallas Cowboys,https://www.ticketmaster.com/philadelphia-eagles-vs-dallas-cowboys-philadelphia-pennsylvania-12-29-2024/event/0200609DD2B44827,2024-12-29,16:25:00,Football,NFL,130.0,785.0,4.0,KovZpa2yme,Lincoln Financial Field,Philadelphia,One Lincoln Financial Way,Pennsylvania,39.900706,-75.167406,Philadelphia,Philadelphia Eagles
vv1AAZke8GkdOu4f1,Preseason Cleveland Browns v Green Bay Packers,https://www.ticketmaster.com/preseason-cleveland-browns-v-green-bay-cleveland-ohio-08-10-2024/event/05006090E035550A,2024-08-10,16:25:00,Football,NFL,21.0,998.0,8.0,KovZpZAFdEJA,Cleveland Browns Stadium,Cleveland,100 Alfred Lerner Way,Ohio,41.50603554,-81.69956958," Youngstown & More""",Cleveland Browns
k7vGFb6M6KkjR,New York Jets vs. Denver Broncos,https://www.ticketmaster.com/new-york-jets-vs-denver-broncos-east-rutherford-new-jersey-09-29-2024/event/0000607DC74C672F,2024-09-29,13:00:00,Football,NFL,139.0,1050.0,2.0,KovZpakS7e,MetLife Stadium,East Rutherford,One MetLife Stadium Drive,New Jersey,40.81359,-74.074493,New York/Tri-State Area,New York Jets
vvG1YZbaLwYVeU,Dallas Cowboys vs. Baltimore Ravens,https://www.ticketmaster.com/dallas-cowboys-vs-baltimore-ravens-arlington-texas-09-22-2024/event/0C006097F2C340B6,2024-09-22,15:25:00,Football,NFL,,,4.0,KovZpZAJvndA,AT&T Stadium,Arlington,One AT&T Way,Texas,32.74790427,-97.09345578,Dallas - Fort Worth and More,Dallas Cowboys
1AvbZb6GklZg0LF,Cincinnati Bengals vs. Baltimore Ravens,https://www.ticketmaster.com/cincinnati-bengals-vs-baltimore-ravens-cincinnati-ohio-10-06-2024/event/1600607AC0D647C8,2024-10-06,13:00:00,Football,NFL,150.0,930.0,4.0,KovZpZAFkelA,Paycor Stadium,Cincinnati,One Paycor Stadium,Ohio,39.0955556,-84.5161111,Cincinnati and Dayton,Cincinnati Bengals
vvG1HZbFH8gJ0s,Seattle Seahawks v New York Giants,https://www.ticketmaster.com/seattle-seahawks-v-new-york-giants-seattle-washington-10-06-2024/event/0F00608F10D66931,2024-10-06,13:25:00,Football,NFL,110.0,800.0,4.0,KovZpZAEknnA,Lumen Field,Seattle,800 Occidental Ave S,Washington,47.595083,-122.331607,Seattle Area,Seattle Seahawks
vv17FZbaGkM3wf-2,Philadelphia Eagles vs. Pittsburgh Steelers,https://www.ticketmaster.com/philadelphia-eagles-vs-pittsburgh-steelers-philadelphia-pennsylvania-12-15-2024/event/0200609DD2C9484F,2024-12-15,16:25:00,Football,NFL,130.0,785.0,4.0,KovZpa2yme,Lincoln Financial Field,Philadelphia,One Lincoln Financial Way,Pennsylvania,39.900706,-75.167406,Philadelphia,Philadelphia Eagles
vvG1zZbFRLVM70,Atlanta Falcons vs. New Orleans Saints,https://www.ticketmaster.com/atlanta-falcons-vs-new-orleans-saints-atlanta-georgia-09-29-2024/event/0E00608BDFD37124,2024-09-29,13:00:00,Football,NFL,80.0,900.0,4.0,KovZpZAEdJaA,Mercedes-Benz Stadium,Atlanta,1 AMB Drive NW,Georgia,33.755389,-84.400823,Atlanta,Atlanta Falcons
vv1AAZkvVGkdArV4L,Indianapolis Colts vs. Pittsburgh Steelers,https://www.ticketmaster.com/indianapolis-colts-vs-pittsburgh-steelers-indianapolis-indiana-09-29-2024/event/05006074C57B455F,2024-09-29,13:00:00,Football,NFL,90.0,998.0,4.0,KovZpZAdEJEA,Lucas Oil Stadium,Indianapolis,500 S. Capitol Ave.,Indiana,39.76007,-86.163821,Indianapolis and More,Indianapolis Colts
G5vzZbuCI2S3m,Denver Broncos Training Camp,https://www.ticketmaster.com/denver-broncos-training-camp-englewood-colorado-08-09-2024/event/1E0060D3A83F34AE,2024-08-09,12:15:00,Football,NFL,,,,KovZ917ALMz,Broncos Park Powered by CommonSpirit,Englewood,13655 E. Broncos Pkwy.,Colorado,39.578911,-104.830114,Denver and More,Denver Broncos
G5vzZbuCxFwgC,Denver Broncos Training Camp,https://www.ticketmaster.com/denver-broncos-training-camp-englewood-colorado-07-29-2024/event/1E0060D3A2232D4E,2024-07-29,10:00:00,Football,NFL,,,,KovZ917ALMz,Broncos Park Powered by CommonSpirit,Englewood,13655 E. Broncos Pkwy.,Colorado,39.578911,-104.830114,Denver and More,Denver Broncos
k7vGFbkBGDvJ-,Buffalo Bills vs. Jacksonville Jaguars,https://www.ticketmaster.com/buffalo-bills-vs-jacksonville-jaguars-orchard-park-new-york-09-23-2024/event/0000606E8CEC19A1,2024-09-23,19:30:00,Football,NFL,96.55,526.9,50.0,KovZpZAdJ1vA,Highmark Stadium,Orchard Park,1 Bills Drive,New York,42.773743,-78.786955,Upstate New York,Buffalo Bills
vvG1VZb69xbKSF,Tampa Bay Buccaneers vs. Denver Broncos,https://www.ticketmaster.com/tampa-bay-buccaneers-vs-denver-broncos-tampa-florida-09-22-2024/event/0D006075E2613CC8,2024-09-22,13:00:00,Football,NFL,77.0,772.0,4.0,KovZpZAFnl1A,Raymond James Stadium,Tampa,4201 North Dale Mabry Highway,Florida,27.975976,-82.503474,Tampa,Tampa Bay Buccaneers
vvG1zZbFRLM97I,Atlanta Falcons v Jacksonville Jaguars,https://www.ticketmaster.com/atlanta-falcons-v-jacksonville-jaguars-atlanta-georgia-08-23-2024/event/0E00608BDFDD7128,2024-08-23,19:00:00,Football,NFL,20.0,990.0,4.0,KovZpZAEdJaA,Mercedes-Benz Stadium,Atlanta,1 AMB Drive NW,Georgia,33.755389,-84.400823,Atlanta,Atlanta Falcons
